2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
39-3012,39,3012,Gambling and Sports Book Writers and Runners,Bookie,4,Spor Bahisçi,He's a sports bookie.,He's a very good sports bookie.,He's a good sports bookie.,He's a bad sports bookie.,He's a terrible sports bookie.,he,he,he,he,he
39-3021,39,3021,Motion Picture Projectionists,Movie Projectionist,3,Sinema Makinisti,He was a movie engineer.,He was a very good movie engineer.,He's a good movie engineer.,He was a bad movie engineer.,He was a terrible movie engineer.,he,he,he,he,he
39-3021,39,3021,Motion Picture Projectionists,Stereoptician,7,Sterotip Klişeci,He's a stereotype.,He's a very good stereotype.,He's a good stereotyper.,He's a bad stereotype.,He's a terrible stereotype.,he,he,he,he,he
39-3031,39,3031,"Ushers, Lobby Attendants, and Ticket Takers",Lobby Attendant,5,Lobi Karşılama Görevlisi,He's a lobbyist.,He's a very good lobbyist.,He's a good lobbyist.,He's a bad lobbyist.,He's a terrible lobbyist.,he,he,he,he,he
39-3031,39,3031,"Ushers, Lobby Attendants, and Ticket Takers",Theater Usher,9,Tiyatro Yer Gösterici,He's a theater performer.,He's a very good theater performer.,He's a good theater performer.,He's a bad theater performer.,He's a very bad theater performer.,he,he,he,he,he
39-3031,39,3031,"Ushers, Lobby Attendants, and Ticket Takers",Ticket Collector,9,Bilet Toplayıcısı,He's a ticket collector.,He's a very good ticket collector.,He's a good ticket collector.,He's a bad ticket collector.,He's a terrible ticket collector.,he,he,he,he,he
39-3091,39,3091,Amusement and Recreation Attendants,Amusement Park Worker,9,Oyun Parkı Görevlisi,He's a playground attendant.,He's a very good playground attendant.,He's a good playground attendant.,He's a bad playground attendant.,He's a terrible playground attendant.,he,he,he,he,he
39-3091,39,3091,Amusement and Recreation Attendants,Golf Caddy,9,Golf sopa ve top taşıyıcısı,He's a golf club and ball carrier.,He's a very good golf club and ball carrier.,He's a good golf club and ball carrier.,He's a bad golf club and ball carrier.,He's a terrible golf club and ball carrier.,he,he,he,he,he
39-3092,39,3092,Costume Attendants,Wardrobe Dresser,7,Kostümcü,He's a costumer.,He's a very good costumer.,He's a good costumer.,He's a bad costumer.,He's a terrible costumer.,he,he,he,he,he
39-3093,39,3093,"Locker Room, Coatroom, and Dressing Room Attendants",Coat Checker,9,Vestiyer elemanı,He's a cloakroom guy.,He's a very good cloakroom guy.,He's a good cloakroom guy.,He's a bad cloakroom guy.,He's a terrible cloakroom guy.,he,he,he,he,he
39-4011,39,4011,Embalmers,Restorative Art Embalmer,2,Tablo Restorasyon Sanatkarı,He's a painting restoration artist.,He's a very good painting restoration artist.,He's a good painting restoration artist.,He's a bad painting restoration artist.,He's a terrible painting restoration artist.,he,he,he,he,he
39-4021,39,4021,Funeral Attendants,Funeral Assistant,5,Cenaze Levazımatcısı,He's a undertaker.,He's a very good undertaker.,He's a good undertaker.,He's a bad undertaker.,He's a terrible undertaker.,he,he,he,he,he
39-5012,39,5012,"Hairdressers, Hairstylists, and Cosmetologists",Beautician,5,Cilt Bakım Ve Güzellik Meslek Elemanı,She's a skincare and beauty professional.,She's a very good skincare and beauty professional.,She's a good skincare and beauty professional.,She's a bad skincare and beauty professional.,She's a very bad skincare and beauty professional.,she,she,she,she,she
39-5012,39,5012,"Hairdressers, Hairstylists, and Cosmetologists",Hair Colorist,5,Saça Geçici ve Kalıcı Boyama Teknikleri Uygulayıcısı,She's a practitioner of temporary and permanent dyeing techniques for hair.,She is a practitioner of temporary and permanent dyeing techniques for very good hair.,She is a practitioner of temporary and permanent dyeing techniques for good hair.,She's a practitioner of temporary and permanent dyeing techniques for bad hair.,She's a practitioner of temporary and permanent dyeing techniques for very bad hair.,she,she,she,she,she
39-5012,39,5012,"Hairdressers, Hairstylists, and Cosmetologists",Hair Stylist,5,Saça Geçici ve Kalıcı Şekil Verme Teknikleri Uygulayıcısı,He's a practitioner of temporary and permanent shaping techniques for hair.,He's a practitioner of temporary and permanent shaping techniques for very good hair.,He's a practitioner of temporary and permanent shaping techniques for good hair.,He's a practitioner of temporary and permanent shaping techniques for bad hair.,He's a practitioner of temporary and permanent shaping techniques for a very bad hair.,he,he,he,he,he
39-5012,39,5012,"Hairdressers, Hairstylists, and Cosmetologists",Hairdresser,5,Kuaför,She's a hairdresser.,She's a very good hairdresser.,She's a good hairdresser.,She's a bad hairdresser.,She's a terrible hairdresser.,she,she,she,she,she
39-5012,39,5012,"Hairdressers, Hairstylists, and Cosmetologists",Wig Stylist,7,Perukacı,He's a wigmaker.,He's a very good wigmaker.,He's a good wigmaker.,He's a bad wigmaker.,He's a terrible wigmaker.,he,he,he,he,he
39-5091,39,5091,"Makeup Artists, Theatrical and Performance",Special Effects Makeup Artist,5,Sahne Ve Stüdyo Makyajcı,She's a stage and studio makeup artist.,She's a very good stage and studio makeup artist.,She's a good stage and studio makeup artist.,She's a bad scene and a studio makeup artist.,She's a terrible scene and a studio makeup artist.,she,she,she,she,she
39-5091,39,5091,"Makeup Artists, Theatrical and Performance",,5,Makyöz,She's a make-up artist.,She's a very good make-up artist.,She's a good make-up artist.,She's a bad make-up artist.,She's a terrible make-up artist.,she,she,she,she,she
39-5092,39,5092,Manicurists and Pedicurists,Nail Technician,5,Manikürcü,He's a manicurist.,He's a very good manicurist.,He's a good manicurist.,He's a bad manicurist.,He's a terrible manicurist.,he,he,he,he,he
39-5092,39,5092,Manicurists and Pedicurists,Pedicurist,5,Pedikürcü,He's a pedicureist.,He's a very good pedicureist.,He's a good pedicureist.,He's a bad pedicureist.,He's a terrible pedicureist.,he,he,he,he,he
39-5094,39,5094,Skincare Specialists,Electrolysist,8,Elektroliz işçisi,He's an electrolysis worker.,He's a very good electrolysis worker.,He's a good electrolysis worker.,He's a bad electrolysis worker.,He's a terrible electrolysis worker.,he,he,he,he,he
39-5094,39,5094,Skincare Specialists,Esthetician,5,Estetisyen,He's an aesthetician.,He's a very good aesthetician.,He's a good aesthetician.,He's a bad aesthetician.,He's a terrible aesthetician.,he,he,he,he,he
39-5094,39,5094,Skincare Specialists,Skin Care Technician,5,Cilt Bakım Elemanı,She's a skincare guy.,She's a very good skincare guy.,She's a good skincare guy.,She's a bad skincare guy.,She's a terrible skincare guy.,she,she,she,she,she
39-6011,39,6011,Baggage Porters and Bellhops,Baggage Porter,9,Bagaj Taşıyıcısı ,He's a baggage handler.,He's a very good baggage handler.,He's a good baggage handler.,He's a bad baggage handler.,He's a terrible baggage handler.,he,he,he,he,he
39-6011,39,6011,Baggage Porters and Bellhops,Luggage Attendant,9,Bavul taşıyıcısı,He's a suitcase carrier.,He's a very good luggage carrier.,He's a good luggage carrier.,He's a bad suitcase carrier.,He's a terrible suitcase carrier.,he,he,he,he,he
39-6012,39,6012,Concierges,Guest Service Supervisor,1,Misafir ilişkileri Müdürü,He's a guest relations manager.,He's a very good guest relations manager.,He's a good guest relations manager.,He's a bad guest relations manager.,He's a terrible guest relations manager.,he,he,he,he,he
39-6012,39,6012,Concierges,Hotel Guest Service Agent,5,Otel Konuk Asistanı,He's a hotel guest assistant.,He's a very good hotel guest assistant.,He's a good hotel guest assistant.,He's a bad hotel guest assistant.,He's a terrible hotel guest assistant.,he,he,he,he,he
39-7011,39,7011,Tour Guides and Escorts,Tourist Guide,5,Turist Rehberi,He's a tourist guide.,He's a very good tourist guide.,He's a good tourist guide.,He's a bad tourist guide.,He's a terrible tourist guide.,he,he,he,he,he
39-7012,39,7012,Travel Guides,Tour Coordinator,1,Seyahat Acentesi Koordinatör,He's a travel agency coordinator.,He's a very good travel agency coordinator.,He's a good travel agency coordinator.,He's a bad travel agency coordinator.,He's a terrible travel agency coordinator.,he,he,he,he,he
39-9011,39,9011,Childcare Workers,Baby Sitter,5,Çocuk Bakıcısı,She's a babysitter.,She's a very good babysitter.,She's a good babysitter.,She's a bad babysitter.,She's a terrible babysitter.,she,she,she,she,she
39-9011,39,9011,Childcare Workers,Childcare Attendant,5,Evde Çocuk Bakım Elemanı,He's a home childcare worker.,She's a very good home childcare worker.,She's a good home childcare worker.,He's a child care worker in a bad house.,She's a very bad home childcare worker.,he,she,she,he,she
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Aerobics Instructor,3,Step-Aerobik Eğitmeni,He's a step-aerobics instructor.,He's a very good step-aerobics instructor.,He's a good step-aerobics instructor.,He's a bad step-aerobics instructor.,He's a terrible step-aerobics instructor.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Fitness Trainer,3,Fitnıs Eğitmeni,He's a fitness instructor.,He's a very good fitness instructor.,He's a good fitness instructor.,He's a bad fitness instructor.,He's a terrible fitness instructor.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Weight Trainer,3,Halterci,He's a weightlifter.,He's a very good weightlifter.,He's a good weightlifter.,He's a bad weightlifter.,He's a terrible weightlifter.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Weight Training Instructor,3,Halter Antrenörü,He's a weightlifting coach.,He's a very good weightlifting coach.,He's a good weightlifting coach.,He's a bad weightlifting coach.,He's a terrible weightlifting coach.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Yoga Instructor,3,Yoga Eğitmeni,She's a yoga instructor.,She's a very good yoga instructor.,She's a good yoga instructor.,She's a bad yoga instructor.,She's a terrible yoga instructor.,she,she,she,she,she
39-9032,39,9032,Recreation Workers,Camp Counselor,3,Rekreasyon Uzmanı,He's a recreation specialist.,He's a very good recreation specialist.,He's a good recreation specialist.,He's a bad recreation specialist.,He's a terrible recreation specialist.,he,he,he,he,he
39-9041,39,9041,Residential Advisors,Dormitory Counselor,5,Yatakhaneci,He's a dormitory man.,He's a very good dormitory man.,He's a good dormitory man.,He's a bad dormitory man.,He's a terrible dormitory man.,he,he,he,he,he
39-9099,39,9099,"Personal Care and Service Workers, All Other",Butler,5,Uşak,He's a butler.,He's a very good servant.,He's a good butler.,He's a bad butler.,He's a terrible servant.,he,he,he,he,he
39-9099,39,9099,"Personal Care and Service Workers, All Other",Shoe Shiner,9,Ayakkabı Boyacısı,He's a shoe painter.,He's a very good shoe painter.,He's a good shoe painter.,He's a bad shoe painter.,He's a terrible shoe painter.,he,he,he,he,he
41-1011,41,1011,First-Line Supervisors of Retail Sales Workers,Assistant Store Manager,1,Perakende Satış Nezaretçisi ,He's a retail supervisor.,He's a very good retail supervisor.,He's a good retail supervisor.,He's a bad retail supervisor.,He's a terrible retail supervisor.,he,he,he,he,he
41-1011,41,1011,First-Line Supervisors of Retail Sales Workers,Cashier Supervisor,5,Kasa Sorumlusu,He's a safe deposit box manager.,He's a very good safe deposit box manager.,He's a good safe deposit box manager.,He's a bad safe deposit box manager.,He's a terrible safe deposit box manager.,he,he,he,he,he
41-1012,41,1012,First-Line Supervisors of Non-Retail Sales Workers,Insurance Sales Supervisor,1,Sigorta Yönetici,He's an insurance executive.,He's a very good insurance executive.,He's a good insurance executive.,He's a bad insurance executive.,He's a terrible insurance executive.,he,he,he,he,he
41-2011,41,2011,Cashiers,Cash Register Operator,5,Kasiyer,She's a cashier.,She's a very good cashier.,She's a good cashier.,She's a bad cashier.,She's a terrible cashier.,she,she,she,she,she
41-2021,41,2021,Counter and Rental Clerks,Car Rental Agent,5,Oto Kiralama Danışmanı,He's a car rental consultant.,He's a very good car rental consultant.,He's a good car rental consultant.,He's a bad car rental consultant.,He's a terrible car rental consultant.,he,he,he,he,he
41-2022,41,2022,Parts Salespersons,Auto Parts Salesperson,5,Oto Yedek Parça Satış Elemanı,He's an auto parts salesman.,He's a very good auto parts salesman.,He's a good auto parts salesman.,He's a bad auto parts salesman.,He's a terrible auto parts salesman.,he,he,he,he,he
41-2022,41,2022,Parts Salespersons,Electronic Parts Salesperson,5,Elektrik Ve Elektronik Malzemeleri Satış Elemanı,He's an electrical and electronics salesman.,He's a very good electrical and electronics salesman.,He's a good electrical and electronics salesman.,He's a bad salesman for electrical and electronics.,He's a terrible salesman of electrical and electronics.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Automotive Salesperson,5,Oto Satış Elemanı,He's an auto salesman.,He's a very good auto salesman.,He's a good auto salesman.,He's a bad auto salesman.,He's a terrible auto salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,New Car Salesperson,5,Perakende Satış Elemanı,He's a retail guy.,He's a very good retail guy.,He's a good retail guy.,He's a bad retail guy.,He's a terrible retail guy.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Pet Supplies Salesperson,5,Evcil Hayvan Malzemeleri Satış Elemanı,He's a pet supplies salesman.,He's a very good pet supplies salesman.,He's a good pet supplies salesman.,He's a bad pet supplies salesman.,He's a terrible pet supplies salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Pets Salesperson,5,Evcil Hayvan Satış Elemanı,He's a pet salesman.,He's a very good pet salesman.,He's a good pet salesman.,He's a bad pet salesman.,He's a terrible pet salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Shoe Salesperson,5,"Ayakkabı, Deri Ve Yan Ürünleri Satış Elemanı","He's a shoe, leather and byproduct salesman.","He's a very good shoe, leather and byproduct salesman.","He's a good shoe, leather and byproduct salesman.","He's a bad shoe, leather and byproduct salesman.","He's a terrible shoe, leather and byproduct salesman.",he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Women's Apparel Salesperson,5,Giyim Ve Giyim Aksesuarları Satış Elemanı,He's a salesman for clothing and apparel accessories.,She's a very good clothing and apparel accessories salesman.,She's a good clothing and apparel salesman.,He's a bad clothing and apparel salesman.,He's a terrible salesman of clothing and clothing accessories.,he,she,she,he,he
41-3011,41,3011,Advertising Sales Agents,Advertising Account Executive,2,Reklam Acentesi Yetkilisi,He's an advertising agency official.,He's a very good advertising agency official.,He's a good advertising agency official.,He's a bad advertising agency official.,He's a terrible advertising agency official.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Health Insurance Sales Agent,3,Sağlık Sigorta Satış Temsilcisi,He's a health insurance sales rep.,He's a very good health insurance sales rep.,He's a good health insurance sales rep.,He's a bad health insurance sales rep.,He's a terrible health insurance sales rep.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Insurance Agent,3,Sigorta Aracısı,He's an insurance agent.,He's a very good insurance agent.,He's a good insurance agent.,He's a bad insurance agent.,He's a terrible insurance agent.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Life Insurance Agent,3,Hayat Sigorta Satış Temsilcisi,He's a life insurance sales rep.,He's a very good life insurance sales rep.,He's a good life insurance sales rep.,He's a bad life insurance sales rep.,He's a terrible life insurance sales rep.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Pension Agent,3,Bireysel Emeklilik Aracısı,He's an individual pension agent.,He's a very good personal pension agent.,He's a good private pension agent.,He's a bad personal pension agent.,He's a very bad personal pension agent.,he,he,he,he,he
41-3031,41,3031,"Securities, Commodities, and Financial Services Sales Agents",Foreign Exchange Trader,4,Döviz Alım Satım Elemanı,He's a currency trade guy.,He's a very good currency trade guy.,He's a good currency trade guy.,He's a bad currency trade guy.,He's a very bad currency trade guy.,he,he,he,he,he
41-3031,41,3031,"Securities, Commodities, and Financial Services Sales Agents",Stock Broker,3,Borsa Komisyoncusu,He's a stock broker.,He's a very good stock broker.,He's a good stock broker.,He's a bad stock broker.,He's a terrible stock broker.,he,he,he,he,he
41-3041,41,3041,Travel Agents,Travel Consultant,4,Turizm Danışma Elemanı,He's a tourism consultant.,He's a very good tourist advisor.,He's a good tourist advisor.,He's a bad tourist advisor.,He's a terrible tourist advisor.,he,he,he,he,he
41-3041,41,3041,Travel Agents,Travel Service Consultant,4,Seyahat Hizmetleri Meslek Elemanı,He's a travel services professional.,He's a very good travel services professional.,He's a good travel services professional.,He's a bad travel services professional.,He's a terrible travel services professional.,he,he,he,he,he
41-4011,41,4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Representatives,3,Satış Temsilcisi,He's a sales rep.,He's a very good sales rep.,He's a good sales rep.,He's a bad sales rep.,He's a terrible sales rep.,he,he,he,he,he
41-4011,41,4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Pharmaceutical Sales Representative,2,Eczacılık Ürünleri Satış Temsilcisi,He's a pharmaceutical sales rep.,He's a very good pharmaceutical sales rep.,He's a good pharmaceutical sales rep.,He's a bad pharmaceutical sales rep.,He's a terrible pharmaceutical sales rep.,he,he,he,he,he
41-4012,41,4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Freight Broker,3,Gemi ve Yük Brokeri,He's a ship and a freight broker.,He's a very good ship and freight broker.,He's a good ship and freight broker.,He's a bad ship and freight broker.,He's a very bad ship and freight broker.,he,he,he,he,he
41-9011,41,9011,Demonstrators and Product Promoters,Home Demonstrator,5,Demonstratör,He's a demonstrator.,He's a very good demonstrator.,He's a good demonstrator.,He's a bad demonstrator.,He's a very bad demonstrator.,he,he,he,he,he
41-9012,41,9012,Models,Artist's Model,5,Manken,She's a model.,She's a very good model.,She's a good model.,She's a bad model.,She's a terrible model.,she,she,she,she,she
41-9022,41,9022,Real Estate Sales Agents,Right of Way Agent,3,Emlakçı,He's a real estate agent.,He's a very good real estate agent.,He's a good real estate agent.,He's a bad real estate agent.,He's a terrible real estate agent.,he,he,he,he,he
41-9041,41,9041,Telemarketers,Inbound Telemarketer,5,Sipariş Alıcı,He's an order buyer.,He's a very good order buyer.,He's a good order buyer.,He's a bad order buyer.,He's a terrible order taker.,he,he,he,he,he
41-9041,41,9041,Telemarketers,Telemarketing Sales Representative,5,Telefonla Pazarlamacı,He's a phone salesman.,He's a very good phone salesman.,He's a good phone salesman.,He's a bad phone salesman.,He's a terrible phone salesman.,he,he,he,he,he
41-9041,41,9041,Telemarketers,Telesales Representative,5,Tele Satış Elemanı,He's a telemarketer.,He's a very good telemarketer.,He's a good telemarketer.,He's a bad telemarketer.,He's a terrible telemarketer.,he,he,he,he,he
41-9091,41,9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Newspaper Carrier,9,Gazete Satıcısı,He's a newspaper salesman.,He's a very good newspaper salesman.,He's a good newspaper salesman.,He's a bad newspaper salesman.,He's a terrible newspaper salesman.,he,he,he,he,he
41-9091,41,9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Newstand Vendor,5,Kapıdan Kapıya Satış Temsilcisi,He's a door-to-door sales rep.,He's a very good door-to-door sales rep.,He's a good door-to-door sales rep.,He's a bad door-to-door sales rep.,He's a terrible door-to-door sales rep.,he,he,he,he,he
41-9091,41,9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Peddler,9,işportacı,He's a peddler.,He's a very good peddler.,He's a good peddler.,He's a bad peddler.,He's a terrible peddler.,he,he,he,he,he
41-9091,41,9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Souvenir Street Vendor,5,Sokak Satıcısı,He's a street vendor.,He's a very good street vendor.,He's a good street vendor.,He's a bad street vendor.,He's a terrible street vendor.,he,he,he,he,he
41-9099,41,9099,"Sales and Related Workers, All Other",Auctioneer,3,Mezatçı,He's an auctioneer.,He's a very good auctioneer.,He's a good auctioneer.,He's a bad auctioneer.,He's a terrible auctioneer.,he,he,he,he,he
41-9099,41,9099,"Sales and Related Workers, All Other",Leaflet Distributor,9,El ilanı dağıtıcısı,He's a flyer delivery man.,He's a very good flyer delivery man.,He's a good flyer delivery man.,He's a bad flyer delivery man.,He's a terrible flyer delivery man.,he,he,he,he,he
43-2011,43,2011,"Switchboard Operators, Including Answering Service",Telephone Switchboard Operator,4,Telefon Santral Operatörü,He's a telephone operator.,He's a very good telephone operator.,He's a good telephone operator.,He's a bad telephone operator.,He's a terrible telephone operator.,he,he,he,he,he
43-2021,43,2021,Telephone Operators,411 Directory Assistance Operator,3,Telefon Operatörü,He's a phone operator.,He's a very good phone operator.,He's a good phone operator.,He's a bad phone operator.,He's a terrible phone operator.,he,he,he,he,he
43-2099,43,2099,"Communications Equipment Operators, All Other",Communications Equipment Operator,3,Elektronik Haberleşme Teknisyeni,He's an electronic communications technician.,He's a very good electronic communications technician.,He's a good electronic communications technician.,He's a bad electronic communications technician.,He's a terrible electronic communications technician.,he,he,he,he,he
43-2099,43,2099,"Communications Equipment Operators, All Other",Radio Operator,3,Radyo Ve Televizyon Yayın Cihazları Operatörü,He's a radio and television broadcaster operator.,He's a very good radio and television broadcaster operator.,He's a good radio and television broadcaster operator.,He's a bad radio and television broadcaster operator.,He's a terrible radio and television broadcaster operator.,he,he,he,he,he
43-2099,43,2099,"Communications Equipment Operators, All Other",Telegraph and Teletype Operator,3,Telgrafçı,He's a telegraphman.,He's a very good telegrapher.,He's a good telegrapher.,He's a bad telegraphman.,He's a terrible telegraphman.,he,he,he,he,he
,#VALUE!,,,,4,Teletaypist,He's a teletaypist.,He's a very good teletaypist.,He's a good teletaypist.,He's a bad teletaypist.,He's a terrible teletaypist.,he,he,he,he,he
43-2099,43,2099,"Communications Equipment Operators, All Other",Telex Operator,4,Teleks Operatörü,He's a telex operator.,He's a very good telex operator.,He's a good telex operator.,He's a bad telex operator.,He's a terrible telex operator.,he,he,he,he,he
43-3011,43,3011,Bill and Account Collectors,Accounts Collector,4,Hesap Tahsilatçısı,He's an account collector.,He's a very good account collector.,He's a good account collector.,He's a bad account collector.,He's a terrible account collector.,he,he,he,he,he
43-3011,43,3011,Bill and Account Collectors,Bill Collector,4,Fatura Tahsilatçısı,He's a bill collector.,He's a very good bill collector.,He's a good bill collector.,He's a bad bill collector.,He's a terrible bill collector.,he,he,he,he,he
43-3031,43,3031,"Bookkeeping, Accounting, and Auditing Clerks",Bookkeeper,4,Sayman,He's a treasurer.,He's a very good treasurer.,He's a good treasurer.,He's a bad treasurer.,He's a terrible treasurer.,he,he,he,he,he
43-3031,43,3031,"Bookkeeping, Accounting, and Auditing Clerks",Foreign Exchange Position Clerk,3,Muhasebe Yardımcı Elemanı,He's an accounting assistant.,He's a very good accounting assistant.,He's a good accounting assistant.,He's a bad accounting assistant.,He's a terrible accounting assistant.,he,he,he,he,he
43-3051,43,3051,Payroll and Timekeeping Clerks,Timekeeper,4,Puantör,He's a scorer.,He's a very good scorer.,He's a good scorer.,He's a bad scorer.,He's a terrible scorer.,he,he,he,he,he
43-3071,43,3071,Tellers,Bank Teller,4,Banka Veznedarı,He's a bank teller.,He's a very good bank teller.,He's a good bank teller.,He's a bad bank teller.,He's a terrible bank teller.,he,he,he,he,he
43-3099,43,3099,"Financial Clerks, All Other",Bank Vault Attendant,3,Borsa Ve Finans Meslek Elemanı,He's a stockbroker and a financial professional.,He's a very good stockbroker and financial professional.,He's a good stockbroker and financial professional.,He's a bad stockbroker and a financial professional.,He's a terrible stockbroker and financial professional.,he,he,he,he,he
43-3099,43,3099,"Financial Clerks, All Other",Safe Deposit Clerk,4,Emanet Memuru,He's an escrow officer.,He's a very good escrow officer.,He's a good trustee.,He's a bad escrow officer.,He's a terrible custodian.,he,he,he,he,he
43-4011,43,4011,Brokerage Clerks,Commodities Clerk,3,Emtia Borsası Meslek Elemanı,He's a commodity exchange professional.,He's a very good commodity exchange professional.,He's a good commodity exchange professional.,He's a bad commodity exchange professional.,He's a very bad commodity exchange professional.,he,he,he,he,he
43-4011,43,4011,Brokerage Clerks,Securities Clerk,3,Menkul Kıymetler Meslek Elemanı,He's a securities professional.,He's a very good securities professional.,He's a good securities professional.,He's a bad securities professional.,He's a very bad securities professional.,he,he,he,he,he
43-4031,43,4031,"Court, Municipal, and License Clerks",Tax Clerk,3,Vergi Memuru,He's a taxman.,He's a very good taxman.,He's a good taxman.,He's a bad taxman.,He's a terrible taxman.,he,he,he,he,he
43-4051,43,4051,Customer Service Representatives,Complaint Clerk,4,Müşteri Hizmetleri Görevlisi,He's a customer service officer.,He's a very good customer service officer.,He's a good customer service officer.,He's a bad customer service officer.,He's a terrible customer service officer.,he,he,he,he,he
43-4051,43,4051,Customer Service Representatives,Contact Center Specialist,4,Çağrı Merkezi Elemanı,He's a call center guy.,He's a very good call center guy.,He's a good call center guy.,He's a bad call center guy.,He's a terrible call center guy.,he,he,he,he,he
43-4051,43,4051,Customer Service Representatives,Customer Support Representative,4,Çağrı Merkezi Müşteri Temsilcisi,He's a call center customer representative.,He's a very good call center customer representative.,He's a good call center customer rep.,He's a bad call center customer rep.,He's a very bad call center customer representative.,he,he,he,he,he
43-4061,43,4061,"Eligibility Interviewers, Government Programs",Social Security Benefits Interviewer,3,Sosyal Yardım ve inceleme Görevlisi,He's a welfare and inspection officer.,He's a very good welfare and reviewer.,He's a good welfare and examiner.,He's a bad welfare and examiner.,He's a terrible welfare and examiner.,he,he,he,he,he
43-4071,43,4071,File Clerks,Document Clerk,4,Dokümantasyon Ve Enformasyon Elemanı,He's a document and information guy.,He's a very good document and information officer.,He's a good document and information guy.,He's a bad document and information guy.,He's a very bad document and information guy.,he,he,he,he,he
43-4071,43,4071,File Clerks,File Keeper,4,Dosyalama Memuru,He's a filing officer.,He's a very good filing officer.,He's a good filing officer.,He's a bad filing officer.,He's a terrible filing officer.,he,he,he,he,he
43-4081,43,4081,"Hotel, Motel, and Resort Desk Clerks",Hotel Desk Clerk,4,Otel Danışma Görevlisi,He's a hotel counsellor.,He's a very good hotel counsellor.,He's a good hotel counsellor.,He's a bad hotel counsellor.,He's a terrible hotel counsellor.,he,he,he,he,he
43-4081,43,4081,"Hotel, Motel, and Resort Desk Clerks",Hotel Front Desk Clerk,4,Otel Ön Büro Şefi,He's a hotel front desk chief.,He's a very good hotel front desk chef.,He's a good hotel front desk chef.,He's a bad hotel front desk chief.,He's a terrible hotel front desk chef.,he,he,he,he,he
43-4111,43,4111,"Interviewers, Except Eligibility and Loan",Census Taker,4,Nüfus Memuru,He's a census officer.,He's a very good census officer.,He's a good census officer.,He's a bad census officer.,He's a terrible census officer.,he,he,he,he,he
43-4111,43,4111,"Interviewers, Except Eligibility and Loan",Survey Interviewer,4,Anketör,He's a pollster.,He's a very good pollster.,He's a good pollster.,He's a bad pollster.,He's a terrible pollster.,he,he,he,he,he
43-4121,43,4121,"Library Assistants, Clerical",Library Assistant,4,Kütüphane Ve Bilgi Hizmetleri Yardımcı Elemanı,He's a library and information services assistant.,He is a very good library and information services assistant.,He's a good library and information services assistant.,He's a bad library and information services assistant.,He's a very bad library and information services assistant.,he,he,he,he,he
43-4141,43,4141,New Accounts Clerks,Banking Services Clerk,4,Bankacılık Meslek Elemanı,He's a banking professional.,He's a very good banking professional.,He's a good banking professional.,He's a bad banking professional.,He's a terrible banking professional.,he,he,he,he,he
43-4151,43,4151,Order Clerks,Subscription Clerk,4,Abone işleri Memuru,He's a subscribing officer.,He's a very good subscriber.,He's a good subscriber.,He's a bad subscriber.,He's a terrible subscriber.,he,he,he,he,he
43-4161,43,4161,"Human Resources Assistants, Except Payroll and Timekeeping",Employment Clerk,2,istihdam Uzmanı,He's an employment expert.,He's a very good employment expert.,He's a good employment expert.,He's a bad employment expert.,He's a terrible employment expert.,he,he,he,he,he
